Etablissement,Ville,Département,Sélectif,Type de formation,Filière sélectionnée
I.U.T d'Orsay - Université Paris-Saclay,Gif-sur-Yvette,91.0,True,BUT,Chimie
Lycée Jean Pierre Timbaud,Brétigny-sur-Orge,91.0,True,BTS,Métiers du géomètre-topographe et de la modélisation numérique
Ecole Universitaire de premier cycle - Campus d'Orsay Université Paris-Saclay,Orsay,91.0,False,Licence,Biologie-Chimie-Sciences de la Terre (BCST)
Lycée du Parc des Loges,Evry-Courcouronnes,91.0,True,CPGE,MPSI
Lycée du Parc des Loges,Evry-Courcouronnes,91.0,True,CPGE,PCSI
Lycée de l'Essouriau,Les Ulis,91.0,True,BTS,Electrotechnique
Lycée Jacques Prevert,Longjumeau,91.0,True,BTS,Support à l'action managériale
Lycée Rene Cassin,Arpajon,91.0,True,BTS,Management Commercial Opérationnel
Lycée Vallee De Chevreuse,Gif-sur-Yvette,91.0,True,BTS,Biotechnologies
Lycée Leonard De Vinci,Saint-Michel-sur-Orge,91.0,True,BTS,Electrotechnique
Université d'Evry Val d'Essonne,Evry-Courcouronnes,91.0,False,Licence,Sciences et Techniques des Activités Physiques et Sportives
Ecole Universitaire de premier cycle - Campus d'Evry Université Paris-Saclay,Evry-Courcouronnes,91.0,False,Licence,Sociologie
I.U.T. d'Evry Val d'Essonne,Evry-Courcouronnes,91.0,True,BUT,Génie mécanique et productique
Lycée Gaspard Monge,Savigny-sur-Orge,91.0,True,BTS,Maintenance des véhicules option voitures particulières
Lycée Jacques Prevert,Boulogne-Billancourt,92.0,True,BTS,Métiers de l'audio-visuel opt : gestion de la production
Lycée E. Mounier,Châtenay-Malabry,92.0,True,BTS,Support à l'action managériale
Lycée E. Mounier,Châtenay-Malabry,92.0,True,BTS,Management Commercial Opérationnel
Lycée Newton-Enrea,Clichy,92.0,True,CPGE,PTSI
L'institut Agro Dijon,Dijon,21.0,True,Ecole d'Ingénieur,Bac général
Lycée Louis Pasteur,Neuilly-sur-Seine,92.0,True,CPGE,PCSI
Lycée Lakanal,Sceaux,92.0,True,CPGE,Lettres
Lycée Michelet,Vanves,92.0,True,CPGE,PCSI
Lycée Michelet,Vanves,92.0,True,CPGE,Lettres
Lycée St Gabriel,Bagneux,92.0,True,BTS,Comptabilité et gestion
Lycée La Salle Passy Buzenval,Rueil-Malmaison,92.0,True,BTS,Assistance technique d'ingénieur
I.U.T de Ville d'Avray,Ville-d'Avray,92.0,True,BUT,Génie électrique et informatique industrielle
Lycée JEAN JAURES,Châtenay-Malabry,92.0,True,BTS,Conception et Réalisation de Systèmes Automatiques
Université Paris Nanterre,Nanterre,92.0,True,Licence,Droit français - common law - Campus de Nanterre
Université Paris Nanterre,Nanterre,92.0,True,Licence,Economie et gestion - cursus international intégré franco-allemand
Université Paris Nanterre,Nanterre,92.0,False,Licence,Espagnol
Lycée Leonard De Vinci,Levallois-Perret,92.0,True,BTS,Conception et industrialisation en microtechniques
Lycée Georges Pompidou/Michel Ange,Villeneuve-la-Garenne,92.0,True,BTS,Support à l'action managériale
Lycée Auffray,Clichy,92.0,True,BTS,Diététique
I.U.T de Ville d'Avray - Antenne de Nanterre,Nanterre,92.0,True,BUT,Gestion des entreprises et des administrations
Lycée Le Corbusier,Aubervilliers,93.0,True,BTS,Conception des processus de réalisation de produits (1ère année commune)
Lycée Le Corbusier,Aubervilliers,93.0,True,BTS,Conseil et commercialisation de solutions techniques
Lycée Jean Renoir,Bondy,93.0,True,BTS,Comptabilité et gestion
Lycée Jean Jaurès,Montreuil,93.0,True,BTS,Management Commercial Opérationnel
Lycée Paul Eluard,Saint-Denis,93.0,True,BTS,Electrotechnique
Lycée Paul Eluard,Saint-Denis,93.0,True,BTS,Gestion de la PME
Lycée Albert Schweitzer,Le Raincy,93.0,True,CPGE,Lettres
Lycée Voillaume,Aulnay-sous-Bois,93.0,True,BTS,Conception de produits industriels
Université Sorbonne Paris Nord,Villetaneuse,93.0,False,Licence,Economie et gestion
Université Sorbonne Paris Nord,Villetaneuse,93.0,False,Licence,Administration économique et sociale
Université Sorbonne Paris Nord,Villetaneuse,93.0,False,Licence,"Physique, chimie"
Université Sorbonne Paris Nord,Villetaneuse,93.0,True,Licence,Information et communication
Lycée GUSTAVE EIFFEL,Gagny,93.0,True,BTS,Bâtiment
Lycée GUSTAVE EIFFEL,Gagny,93.0,True,BTS,"Cybersécurité, Informatique et réseaux, ELectronique - Option B : Electronique et réseaux"
Université Sorbonne Paris Nord - Antenne de Bobigny,Bobigny,93.0,False,Licence,Sciences et techniques des activités physiques et sportives (STAPS)
Lycée Flora Tristan,Noisy-le-Grand,93.0,True,BTS,Comptabilité et gestion
Lycée Andre Boulloche,Livry-Gargan,93.0,True,CPGE,ENS Cachan D2
Lycée Andre Boulloche,Livry-Gargan,93.0,True,BTS,Management Commercial Opérationnel
Lycée Louise Michel,Bobigny,93.0,True,BTS,Services informatiques aux organisations
Lycée Alfred Nobel,Clichy-sous-Bois,93.0,True,BTS,Négociation et digitalisation de la Relation Client
Lycée Charles De Gaulle,Rosny-sous-Bois,93.0,True,BTS,Management Commercial Opérationnel
Lycée Evariste Galois,Noisy-le-Grand,93.0,True,BTS,Electrotechnique
Lycée Evariste Galois,Noisy-le-Grand,93.0,True,BTS,Métiers de l'audio-visuel opt : techn. d'ingeniérie et exploit. équipements
I.U.T de Tremblay-en-France - Paris 8,Tremblay-en-France,93.0,True,BUT,Gestion des entreprises et des administrations
Lycée Suger,Saint-Denis,93.0,True,BTS,Métiers de l'audio-visuel opt : métiers de l'image
I.U.T. de Bobigny - Université Paris 13,Bobigny,93.0,True,BUT,Gestion des entreprises et des administrations
I.U.T. de Bobigny - Université Paris 13,Bobigny,93.0,True,BUT,Carrières sociales parcours villes et territoires durables
Lycée Nicolas-Joseph Cugnot,Neuilly-sur-Marne,93.0,True,BTS,Maintenance des véhicules option voitures particulières
Lycée Langevin-Wallon,Champigny-sur-Marne,94.0,True,BTS,Négociation et digitalisation de la Relation Client
Lycée Eugene Delacroix,Maisons-Alfort,94.0,True,BTS,Support à l'action managériale
Lycée Paul Doumer,Le Perreux-sur-Marne,94.0,True,BTS,Support à l'action managériale
Lycée Paul Doumer,Le Perreux-sur-Marne,94.0,True,BTS,Management Commercial Opérationnel
Lycée Marcelin Berthelot,Saint-Maur-des-Fossés,94.0,True,CPGE,PCSI
Lycée Marcelin Berthelot,Saint-Maur-des-Fossés,94.0,True,BTS,Commerce International
Lycée polyvalent de Cachan,Cachan,94.0,True,BTS,Commerce International
Lycée polyvalent de Cachan,Cachan,94.0,True,BTS,Services informatiques aux organisations
Lycée Francois Mansart,Saint-Maur-des-Fossés,94.0,True,BTS,Conseil et commercialisation de solutions techniques
IUT de Cachan Université Paris-Saclay,Cachan,94.0,True,BUT,Génie mécanique et productique
Lycée Guillaume Budé,Limeil-Brévannes,94.0,True,BTS,Management Commercial Opérationnel
Lycée Gregor Mendel,Vincennes,94.0,True,BTS,Management Commercial Opérationnel
Lycée Gregor Mendel,Vincennes,94.0,True,BTS,Tourisme
Université Paris- Est-Créteil Val de Marne - UPEC (Paris 12),Créteil,94.0,True,Licence,Carrières publiques
Université Paris- Est-Créteil Val de Marne - UPEC (Paris 12),Créteil,94.0,False,Licence,Langues Etrangères Appliquées Anglais/Espagnol - Site de Créteil
Université Paris- Est-Créteil Val de Marne - UPEC (Paris 12),Créteil,94.0,False,Licence,Intervention sociale et insertion-formation
Université Paris- Est-Créteil Val de Marne - UPEC (Paris 12),Créteil,94.0,True,Licence,Histoire - Géographie et aménagement
I.U.T. de Créteil-Vitry - Site de Créteil- UPEC,Créteil,94.0,True,BUT,Génie biologique Parcours diététique et nutrition
Lycée Pablo Picasso,Fontenay-sous-Bois,94.0,True,BTS,Collaborateur juriste notarial
Lycée Leon Blum,Créteil,94.0,True,CPGE,Lettres
Lycée Francois Arago,Villeneuve-Saint-Georges,94.0,True,BTS,Négociation et digitalisation de la Relation Client
Lycée Julie-Victoire Daubié,Argenteuil,95.0,True,BTS,Gestion de la PME
Lycée Jean Jaures,Argenteuil,95.0,True,BTS,"Cybersécurité, Informatique et réseaux, ELectronique - Option A : Informatique et réseaux"
Lycée Jean Jaures,Argenteuil,95.0,True,BTS,Conception des processus de réalisation de produits (1ère année commune)
Lycée Jean Jaures,Argenteuil,95.0,True,BTS,"Cybersécurité, Informatique et réseaux, ELectronique - Option B : Electronique et réseaux"
Lycée René Cassin,Gonesse,95.0,True,BTS,Gestion des transports et logistique associée
Lycée René Cassin,Gonesse,95.0,True,BTS,Comptabilité et gestion
Lycée Jean-Jacques Rousseau,Montmorency,95.0,True,BTS,Comptabilité et gestion
Lycée Camille Pissarro,Pontoise,95.0,True,BTS,Gestion de la PME
Lycée Jean-Jacques Rousseau,Sarcelles,95.0,True,BTS,Gestion de la PME
Lycée Georges Braque,Argenteuil,95.0,True,BTS,Comptabilité et gestion
Lycée Georges Braque,Argenteuil,95.0,True,Autre formation,Diplôme de Comptabilité et de Gestion
Lycée Romain Rolland,Goussainville,95.0,True,BTS,Maintenance des systèmes - option A Systèmes de production
Lycée De La Tourelle,Sarcelles,95.0,True,BTS,"Cybersécurité, Informatique et réseaux, ELectronique - Option A : Informatique et réseaux"
Lycée Jean Perrin,Saint-Ouen-l'Aumône,95.0,True,CPGE,TSI
Lycée Jean Perrin,Saint-Ouen-l'Aumône,95.0,True,BTS,Conception et Réalisation de Systèmes Automatiques
Lycée Jean Perrin,Saint-Ouen-l'Aumône,95.0,True,BTS,"Cybersécurité, Informatique et réseaux, ELectronique - Option B : Electronique et réseaux"
EPF Paris-Cachan,Cachan,94.0,True,Ecole d'Ingénieur,Bac Série générale - Formation franco-québécois
Lycée Camille Claudel,Vauréal,95.0,True,BTS,Commerce International
I.U.T de Cergy-Pontoise - Site de Pontoise,Pontoise,95.0,True,BUT,Génie biologique parcours sciences de l'environnement et écotechnologies
Lycée Louis Jouvet,Taverny,95.0,True,BTS,"Cybersécurité, Informatique et réseaux, ELectronique - Option A : Informatique et réseaux"
Université de Cergy-Pontoise - CY SUP,Cergy,95.0,False,Licence,Droit
Université de Cergy-Pontoise - CY SUP,Cergy,95.0,False,Licence,Mathématiques Informatique Physique et Ingénierie
Université de Cergy-Pontoise - CY SUP,Cergy,95.0,False,Licence,Lettres Modernes
Université de Cergy-Pontoise - CY SUP,Cergy,95.0,False,Licence,"Langues, Littératures et Civilisations Étrangères et Régionales - Espagnol"
Lycée De L'Hautil,Jouy-le-Moutier,95.0,True,BTS,Services informatiques aux organisations
Lycée Camille Saint-Saens,Deuil-la-Barre,95.0,True,BTS,Banque
Lycée Henri Moissan,Meaux,77.0,True,CPGE,ECT - Option technologique
Lycée Laetitia Bonaparte,Ajaccio,,True,BTS,Comptabilité et gestion
Lycée agricole Sartene,Sartène,,True,BTS,Gestion forestière
I.U.T de Corte,Corte,,True,BUT,Génie civil - Construction durable
I.U.T de Corte,Corte,,True,BUT,Hygiène Sécurité Environnement
I.U.T de Corte,Corte,,True,BUT,Génie biologique parcours sciences de l'environnement et écotechnologies
I.U.T de Corte,Corte,,True,BUT,Génie biologique parcours sciences de l'aliment et biotechnologie
Lycée Paul Vincensini,Bastia,,True,Autre formation,Diplôme de Comptabilité et de Gestion
Université de Corte,Corte,,False,Licence,Arts du Spectacle
LGT Gerville Reache,Basse-Terre,971.0,True,BTS,Support à l'action managériale
LGT Gerville Reache,Basse-Terre,971.0,True,BTS,Management Commercial Opérationnel
Lycée Charles Coeffin,Baie-Mahault,971.0,True,BTS,Maintenance des systèmes - option A Systèmes de production
Lycée Chevalier Saint-Georges,Les Abymes,971.0,True,BTS,"Cybersécurité, Informatique et réseaux, ELectronique - Option B : Electronique et réseaux"
Lycée Chevalier Saint-Georges,Les Abymes,971.0,True,BTS,Conseil et commercialisation de solutions techniques
Lycée Joseph Gaillard,Fort-de-France,972.0,True,BTS,Comptabilité et gestion
Lycée Joseph Gaillard,Fort-de-France,972.0,True,BTS,Economie sociale familiale
Lycée professionnel Dumas JEAN-JOSEPH,Fort-de-France,972.0,True,BTS,Métiers des Services à l'environnement
Lycée Frantz Fanon,La Trinité,972.0,True,CPGE,ECT - Option technologique
Lycée professionnel Régional de Dillon,Fort-de-France,972.0,True,BTS,Banque
Lycée professionnel Chateauboeuf,Fort-de-France,972.0,True,BTS,Métiers de l'esthétique-cosmétique-parfumerie
Lycée AMEP,Fort-de-France,972.0,True,BTS,Services informatiques aux organisations
Lycée AMEP,Fort-de-France,972.0,True,Autre formation,Diplôme de Comptabilité et de Gestion
I.U.T de la Martinique,Schoelcher,972.0,True,BUT,Management de la Logistique et des Transports
Lycée Félix EBOUE,Cayenne,973.0,True,BTS,Support à l'action managériale
Lycée Gaston Monnerville,Kourou,973.0,True,BTS,Tourisme
IUT de Kourou - Campus de TROUBIRAN à Cayenne,Cayenne,973.0,True,BUT,Techniques de commercialisation
Lycée Roland Garros,Le Tampon,974.0,True,BTS,Management Commercial Opérationnel
Lycée Antoine de Saint Exupéry,Les Avirons,974.0,True,BTS,Négociation et digitalisation de la Relation Client
Lycée Antoine de Saint Exupéry,Les Avirons,974.0,True,BTS,Professions immobilières
Lycée Georges Brassens,Saint-Denis,974.0,True,BTS,Maintenance des véhicules option voitures particulières
Lycée Lislet Geoffroy,Saint-Denis,974.0,True,BTS,Electrotechnique
Lycée agricole Emile Boyer de La Giroday,Saint-Paul,974.0,True,BTS,Gestion et maitrise de l'eau
Lycée agricole Emile Boyer de La Giroday,Saint-Paul,974.0,True,BTS,Développement de l'agriculture des régions chaudes
Lycée Marguerite Jauzelon (ex Lycée Bellepierre),Saint-Denis,974.0,True,Autre formation,Diplôme de Comptabilité et de Gestion
Lycée Boisjoly Potier,Le Tampon,974.0,True,BTS,Gestion de la PME
Lycée Le Verger,Sainte-Marie,974.0,True,BTS,Négociation et digitalisation de la Relation Client
Lycée Le Verger,Sainte-Marie,974.0,True,BTS,Banque
Lycée Paule Pignolet Defresne Rivière (ex lycée de Trois Bassins),Les Trois-Bassins,974.0,True,BTS,"Cybersécurité, Informatique et réseaux, ELectronique - Option B : Electronique et réseaux"
Lycée de Bois d'Olive,Saint-Pierre,974.0,True,BTS,"Fluide, énergie, domotique - option B froid et conditionnement d'air"
Lycée Catholique St Charles,Saint-Pierre,974.0,True,BTS,Négociation et digitalisation de la Relation Client
Lycée des Métiers -Hotelier de Tahiti,Punaauia,987.0,True,BTS,Management en hôtellerie restauration
Université de la Polynésie française,Faaa,987.0,False,Licence,Administration des entreprises
Université de la Polynésie française,Faaa,987.0,False,Licence,Informatique générale
EGC Guyane,Remire-Montjoly,973.0,True,Ecole de Commerce,Formation des écoles de commerce et de management Bac + 3
SUD MANAGEMENT,Agen,47.0,True,Ecole de Commerce,Formation des écoles de commerce et de management Bac + 3
EGC de l'Ain Bourg-en-Bresse,Bourg-en-Bresse,1.0,True,Ecole de Commerce,Formation des écoles de commerce et de management Bac + 3
EGC Sens,Sens,89.0,True,Ecole de Commerce,Formation des écoles de commerce et de management Bac + 3
EGC Tarbes-Pyrénées,Tarbes,65.0,True,Ecole de Commerce,Formation Bac + 3
EGC de Valence,Valence,26.0,True,Ecole de Commerce,Formation des écoles de commerce et de management Bac + 3
Lycée Fesch,Ajaccio,,True,BTS,Service et prestation des secteurs sanitaire et social
Université de Pau et des pays de l'Adour - Collège SSH (Pau),Pau,64.0,False,Licence,Sociologie
Université Paris Nanterre,Nanterre,92.0,False,Licence,Chinois - Anglais
Institut Catholique de Lyon,Lyon 2e  Arrondissement,69.0,True,IFSI,D.E Technicien de Laboratoire Médical
Institut Catholique de Lyon,Lyon 2e  Arrondissement,69.0,True,Autre formation,"Chargé de mission qualité, sécurité, santé au travail et environnement (Bac + 3)"
Lycée La Martinière-Diderot,Lyon 1er Arrondissement,69.0,True,BTS,Métiers de la mode-vêtements
Lycée Le Castel,Dijon,21.0,True,BTS,Métiers de la mode-vêtements
Lycée professionnel Le Mas Jambost,Limoges,87.0,True,BTS,Métiers de la mode-vêtements
Université Clermont Auvergne,Clermont-Ferrand,63.0,True,Autre formation,"Parcours Natation, Activités Aquatiques et Surveillance"
Lycée Du Dauphine,Romans-sur-Isère,26.0,True,BTS,Gestion de la PME
Université Bordeaux Montaigne,Pessac,33.0,True,Licence,Licence 1 Anglais-information communication
Institut Catholique de Lille-Faculté Libre Droit,Lille,59.0,True,Licence,"multilingue, droit international et européen"
Sorbonne université,Paris  6e  Arrondissement,75.0,False,Licence,LETTRES MODERNES - LLCER ITALIEN NON DEBUTANT
Sorbonne université,Paris  6e  Arrondissement,75.0,True,Licence,ARCHEOLOGIE  - GEOGRAPHIE
Lycée Jean Rostand,Strasbourg,67.0,True,BTS,Métiers de la mode-vêtements
Aix-Marseille Université - Site d'Aix-en-Provence,Aix-en-Provence,13.0,False,Licence,Psychologie
Aix-Marseille Université - Site de Marseille Saint Charles,Marseille  3e  Arrondissement,13.0,False,Licence,Mathématiques Appliquées et Sciences Sociales (Site de Saint Charles)
Institut Catholique de Lille - Faculté des Lettres et Sciences Humaines,Lille,59.0,False,Licence,Histoire
LPO Nelson Mandela,Saint-Benoît,974.0,True,BTS,Comptabilité et gestion
Lycée La Baugerie,Saint-Sébastien-sur-Loire,44.0,True,BTS,Métiers de la mode-vêtements
Université Polytechnique Hauts-de-France,Aulnoy-lez-Valenciennes,59.0,False,Licence,STAPS - Sciences et Techniques des Activités Physiques et Sportives
Université Côte d'Azur,Nice,6.0,False,Licence,Anglais - Allemand
"Universite Jean Monnet, Saint-Etienne",Saint-Etienne,42.0,False,Licence,Lettres et Arts
Université Paris- Est-Créteil Val de Marne - UPEC (Paris 12),Créteil,94.0,True,Licence,Mathématiques et Physique
Lycée professionnel Charles Allies,Pézenas,34.0,True,BTS,Négociation et digitalisation de la Relation Client
Aix-Marseille Université - Site de Marseille Saint-Jérôme,Marseille 13e  Arrondissement,13.0,True,BTS,Opticien-Lunetier
Lycée professionnel Jacques-Yves Cousteau,Wasquehal,59.0,True,BTS,Bioqualité
Facultés libres de l'Ouest - UCO ANGERS,Angers,49.0,False,Licence,Histoire de l'art et archéologie
Ecole Universitaire de premier cycle - Campus de Sceaux Université Paris-Saclay,Sceaux,92.0,True,Licence,Parcours Law and Advisory
Lycée Blaise Pascal,Saint-Dizier,52.0,True,BTS,Environnement nucléaire
Université de Lille,Lille,59.0,True,Autre formation,Intervention Sociale
EPITA Paris,Le Kremlin-Bicêtre,94.0,True,Ecole d'Ingénieur,Bac Série générale
Lycée Professionnel Agricole d'Horticulture et du Paysage La Mouillère,Orléans,45.0,True,BTS,Aménagements paysagers
CPBx (ENSEGID),Talence,33.0,True,Ecole d'Ingénieur,bac général
Université de Bourgogne - site de Dijon,Dijon,21.0,False,Licence,Lettres modernes
